id_estacao,data_medicao,acumulado_chuva_5min,acumulado_chuva_10min,acumulado_chuva_15min,acumulado_chuva_30min,acumulado_chuva_1h,acumulado_chuva_2h,acumulado_chuva_3h,acumulado_chuva_4h,acumulado_chuva_6h,acumulado_chuva_12h,acumulado_chuva_24h,acumulado_chuva_96h,acumulado_chuva_mes,data_particao,primary_key
29,2024-03-21T21:55:00,0.0,0.0,0.0,0.0,0.0,4.8,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 21:55:00
29,2024-03-21T22:00:00,0.0,0.0,0.0,0.0,0.0,2.6,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 22:00:00
29,2024-03-21T21:50:00,0.0,0.0,0.0,0.0,0.0,8.8,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 21:50:00
29,2024-03-21T21:40:00,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 21:40:00
29,2024-03-21T21:35:00,0.0,0.0,0.0,0.0,0.2,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 21:35:00
29,2024-03-21T21:25:00,0.0,0.0,0.0,0.0,0.4,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 21:25:00
29,2024-03-21T21:20:00,0.0,0.0,0.0,0.0,0.4,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 21:20:00
29,2024-03-21T21:05:00,0.0,0.0,0.0,0.2,1.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 21:05:00
29,2024-03-21T20:50:00,0.0,0.0,0.2,0.4,8.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 20:50:00
29,2024-03-21T20:45:00,0.0,0.2,0.4,0.6,14.6,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 20:45:00
29,2024-03-21T20:40:00,0.2,0.4,0.4,1.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 20:40:00
29,2024-03-21T20:55:00,0.0,0.0,0.0,0.4,4.8,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 20:55:00
29,2024-03-21T21:10:00,0.0,0.0,0.0,0.0,1.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 21:10:00
29,2024-03-21T21:15:00,0.0,0.0,0.0,0.0,0.6,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 21:15:00
29,2024-03-21T21:30:00,0.0,0.0,0.0,0.0,0.4,17.0,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 21:30:00
29,2024-03-21T22:05:00,0.0,0.0,0.0,0.0,0.0,1.8,17.0,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 22:05:00
29,2024-03-21T22:50:00,0.0,0.0,0.0,0.0,0.0,0.0,8.8,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 22:50:00
29,2024-03-21T23:20:00,0.0,0.0,0.0,0.0,0.0,0.0,0.4,17.0,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 23:20:00
29,2024-03-21T23:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,17.0,17.0,17.0,17.0,91.4,2024-03-21,29_2024-03-21 23:50:00
9,2024-03-21T23:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 23:55:00
9,2024-03-21T23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 23:45:00
9,2024-03-21T23:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 23:40:00
9,2024-03-21T23:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 23:35:00
9,2024-03-21T23:10:00,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 23:10:00
9,2024-03-21T23:05:00,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 23:05:00
9,2024-03-21T22:50:00,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 22:50:00
9,2024-03-21T22:45:00,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 22:45:00
9,2024-03-21T22:40:00,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 22:40:00
9,2024-03-21T22:10:00,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 22:10:00
9,2024-03-21T22:05:00,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 22:05:00
9,2024-03-21T22:00:00,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 22:00:00
9,2024-03-21T21:50:00,0.0,0.0,0.0,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 21:50:00
9,2024-03-21T21:35:00,0.0,0.0,0.2,0.2,0.2,0.2,0.4,1.0,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 21:35:00
8,2024-03-21T21:20:00,0.2,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,3.4,48.2,2024-03-21,8_2024-03-21 21:20:00
9,2024-03-21T21:25:00,0.2,0.2,0.2,0.2,0.2,0.2,0.8,1.0,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 21:25:00
9,2024-03-21T21:30:00,0.0,0.2,0.2,0.2,0.2,0.2,0.8,1.0,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 21:30:00
9,2024-03-21T21:40:00,0.0,0.0,0.0,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 21:40:00
9,2024-03-21T21:55:00,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 21:55:00
9,2024-03-21T22:25:00,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 22:25:00
9,2024-03-21T22:20:00,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 22:20:00
9,2024-03-21T22:35:00,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 22:35:00
9,2024-03-21T22:55:00,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 22:55:00
9,2024-03-21T23:15:00,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 23:15:00
9,2024-03-21T23:20:00,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 23:20:00
9,2024-03-21T23:25:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 23:25:00
9,2024-03-21T23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 23:30:00
9,2024-03-21T23:50:00,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,1.0,1.0,5.6,55.6,2024-03-21,9_2024-03-21 23:50:00
32,2024-03-21T19:20:00,1.0,2.2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.6,30.6,2024-03-21,32_2024-03-21 19:20:00
29,2024-03-21T19:45:00,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,76.8,2024-03-21,29_2024-03-21 19:45:00
13,2024-03-21T18:25:00,0.2,0.4,1.2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,34.0,2024-03-21,13_2024-03-21 18:25:00
32,2024-03-21T23:55:00,0.0,0.0,0.0,0.0,0.0,0.2,7.6,7.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:55:00
32,2024-03-21T23:45:00,0.0,0.0,0.0,0.0,0.0,0.4,7.6,7.6,10.6,,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:45:00
32,2024-03-21T23:40:00,0.0,0.0,0.0,0.0,0.0,0.4,7.6,7.6,10.6,,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:40:00
32,2024-03-21T23:35:00,0.0,0.0,0.0,0.0,0.0,0.4,7.6,7.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:35:00
32,2024-03-21T23:30:00,0.0,0.0,0.0,0.0,0.0,0.6,7.6,7.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:30:00
32,2024-03-21T23:20:00,0.0,0.0,0.0,0.0,0.2,1.8,7.6,8.2,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:20:00
32,2024-03-21T23:15:00,0.0,0.0,0.0,0.0,0.2,2.6,7.6,9.2,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:15:00
32,2024-03-21T23:10:00,0.0,0.0,0.0,0.0,0.2,3.2,7.6,10.4,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:10:00
32,2024-03-21T23:05:00,0.0,0.0,0.0,0.0,0.2,4.2,7.6,10.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:05:00
32,2024-03-21T22:45:00,0.0,0.0,0.0,0.2,0.4,7.6,7.6,10.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 22:45:00
32,2024-03-21T22:50:00,0.0,0.0,0.0,0.2,0.4,7.6,7.6,10.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 22:50:00
32,2024-03-21T22:40:00,0.0,0.0,0.0,0.2,0.4,7.6,7.6,10.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 22:40:00
32,2024-03-21T22:35:00,0.0,0.0,0.2,0.2,0.4,7.6,7.6,10.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 22:35:00
32,2024-03-21T22:25:00,0.2,0.2,0.2,0.2,0.8,7.6,7.8,10.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 22:25:00
24,2024-03-21T20:40:00,3.2,5.0,7.2,10.6,10.6,10.6,10.6,10.6,10.6,10.6,10.6,14.0,71.0,2024-03-21,24_2024-03-21 20:40:00
32,2024-03-21T22:55:00,0.0,0.0,0.0,0.0,0.2,7.6,7.6,10.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 22:55:00
32,2024-03-21T23:00:00,0.0,0.0,0.0,0.0,0.2,7.4,7.6,10.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:00:00
32,2024-03-21T23:25:00,0.0,0.0,0.0,0.0,0.0,0.8,7.6,7.8,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:25:00
32,2024-03-21T23:50:00,0.0,0.0,0.0,0.0,0.0,0.4,7.6,7.6,10.6,10.6,10.6,10.8,38.8,2024-03-21,32_2024-03-21 23:50:00
8,2024-03-21T18:45:00,0.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,3.0,47.8,2024-03-21,8_2024-03-21 18:45:00
9,2024-03-21T18:35:00,0.4,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,5.2,55.2,2024-03-21,9_2024-03-21 18:35:00
8,2024-03-21T21:25:00,0.2,0.4,0.4,0.4,0.4,0.4,1.2,1.2,1.2,1.2,1.2,3.6,48.4,2024-03-21,8_2024-03-21 21:25:00
22,2024-03-21T19:05:00,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,79.0,2024-03-21,22_2024-03-21 19:05:00
13,2024-03-21T18:10:00,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,32.8,2024-03-21,13_2024-03-21 18:10:00
24,2024-03-21T20:30:00,2.2,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,9.0,66.0,2024-03-21,24_2024-03-21 20:30:00
29,2024-03-21T19:50:00,5.8,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,82.6,2024-03-21,29_2024-03-21 19:50:00
10,2024-03-21T18:10:00,5.0,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,76.0,2024-03-21,10_2024-03-21 18:10:00
32,2024-03-21T21:50:00,0.0,0.0,0.0,1.4,7.2,7.2,10.2,10.2,10.2,10.2,10.2,10.4,38.4,2024-03-21,32_2024-03-21 21:50:00
32,2024-03-21T21:45:00,0.0,0.0,0.2,2.2,7.2,7.2,10.2,10.2,10.2,10.2,10.2,10.4,38.4,2024-03-21,32_2024-03-21 21:45:00
32,2024-03-21T21:35:00,0.2,0.4,1.4,3.8,7.2,7.2,10.2,10.2,10.2,10.2,10.2,10.4,38.4,2024-03-21,32_2024-03-21 21:35:00
32,2024-03-21T21:40:00,0.0,0.2,0.4,2.8,7.2,7.2,10.2,10.2,10.2,10.2,10.2,10.4,38.4,2024-03-21,32_2024-03-21 21:40:00
24,2024-03-21T20:45:00,1.6,4.8,6.6,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,15.6,72.6,2024-03-21,24_2024-03-21 20:45:00
29,2024-03-21T19:55:00,4.0,9.8,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,86.6,2024-03-21,29_2024-03-21 19:55:00
24,2024-03-21T20:50:00,1.0,2.6,5.8,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,16.6,73.6,2024-03-21,24_2024-03-21 20:50:00
29,2024-03-21T20:05:00,0.8,3.0,7.0,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,15.2,89.6,2024-03-21,29_2024-03-21 20:05:00
8,2024-03-21T23:55:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 23:55:00
8,2024-03-21T23:45:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 23:45:00
8,2024-03-21T23:40:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 23:40:00
8,2024-03-21T23:35:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 23:35:00
8,2024-03-21T23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 23:30:00
8,2024-03-21T23:25:00,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.6,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 23:25:00
8,2024-03-21T23:20:00,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.6,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 23:20:00
8,2024-03-21T23:15:00,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 23:15:00
8,2024-03-21T22:50:00,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 22:50:00
8,2024-03-21T22:45:00,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 22:45:00
8,2024-03-21T22:40:00,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.0,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 22:40:00
8,2024-03-21T22:35:00,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.4,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 22:35:00
8,2024-03-21T22:20:00,0.0,0.0,0.0,0.0,0.4,0.6,0.6,1.4,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 22:20:00
8,2024-03-21T22:05:00,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.4,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 22:05:00
8,2024-03-21T22:00:00,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.4,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 22:00:00
8,2024-03-21T21:55:00,0.0,0.0,0.0,0.2,0.6,0.6,0.6,1.4,1.4,1.4,1.4,3.8,48.6,2024-03-21,8_2024-03-21 21:55:00
