primary_key,id_estacao,acumulado_chuva_15_min,acumulado_chuva_1_h,acumulado_chuva_4_h,acumulado_chuva_24_h,acumulado_chuva_96_h,horario,data_particao
5_2024-03-22 13:10:00,5,,8.0,12.0,13.6,13.6,13:10:00,2024-03-22
5_2024-03-22 11:10:00,5,,0.2,,2.8,2.8,11:10:00,2024-03-22
5_2024-03-22 16:10:00,5,,2.6,16.8,22.4,22.4,16:10:00,2024-03-22
25_2024-03-22 21:10:00,25,,3.0,5.2,19.8,32.2,21:10:00,2024-03-22
26_2024-03-22 18:15:00,26,,5.4,36.2,63.6,63.6,18:15:00,2024-03-22
26_2024-03-22 12:15:00,26,,5.2,12.0,12.2,12.2,12:15:00,2024-03-22
27_2024-03-22 10:30:00,27,,1.4,4.6,6.4,6.4,10:30:00,2024-03-22
31_2024-03-22 14:45:00,31,,13.8,31.4,38.2,38.2,14:45:00,2024-03-22
31_2024-03-22 09:20:00,31,,1.4,1.4,1.4,1.4,09:20:00,2024-03-22
37_2024-03-22 11:55:00,37,,6.8,11.0,11.4,11.8,11:55:00,2024-03-22
37_2024-03-22 20:15:00,37,,7.2,25.4,85.0,85.4,20:15:00,2024-03-22
48_2024-03-22 09:20:00,48,,1.2,1.2,4.0,6.4,09:20:00,2024-03-22
51_2024-03-22 13:10:00,51,,8.2,9.6,10.8,11.0,13:10:00,2024-03-22
56_2024-03-22 17:40:00,56,,7.6,50.0,78.6,78.6,17:40:00,2024-03-22
56_2024-03-22 11:10:00,56,,1.8,9.2,9.2,9.2,11:10:00,2024-03-22
75_2024-03-22 17:20:00,75,,7.6,46.4,75.8,75.8,17:20:00,2024-03-22
75_2024-03-22 14:20:00,75,,14.2,39.8,43.6,43.6,14:20:00,2024-03-22
78_2024-03-22 19:20:00,78,,1.2,3.4,24.4,32.2,19:20:00,2024-03-22
82_2024-03-22 07:05:00,82,,,0.0,5.6,5.6,07:05:00,2024-03-22
37_2024-03-22 08:55:00,37,,0.0,0.0,,0.8,08:55:00,2024-03-22
47_2024-03-22 07:50:00,47,,,,,4.2,07:50:00,2024-03-22
5_2024-03-22 07:50:00,5,,,,0.0,0.0,07:50:00,2024-03-22
7_2024-03-22 01:20:00,7,,0.0,0.0,0.0,0.2,01:20:00,2024-03-22
58_2024-03-22 13:50:00,58,,,0.0,0.0,0.0,13:50:00,2024-03-22
63_2024-03-22 15:15:00,63,,0.0,0.0,0.0,0.0,15:15:00,2024-03-22
67_2024-03-22 19:20:00,67,,0.0,0.0,0.0,0.0,19:20:00,2024-03-22
67_2024-03-22 09:20:00,67,,0.0,0.0,0.0,0.0,09:20:00,2024-03-22
25_2024-03-22 09:10:00,25,,0.2,0.2,1.0,13.0,09:10:00,2024-03-22
15_2024-03-22 05:40:00,15,,0.0,0.0,0.2,0.2,05:40:00,2024-03-22
15_2024-03-22 05:20:00,15,,0.0,0.0,0.2,0.2,05:20:00,2024-03-22
26_2024-03-22 06:15:00,26,,0.0,0.0,0.2,0.2,06:15:00,2024-03-22
26_2024-03-22 00:15:00,26,,0.0,0.0,0.2,0.2,00:15:00,2024-03-22
25_2024-03-22 03:10:00,25,,0.0,0.2,0.8,12.8,03:10:00,2024-03-22
53_2024-03-22 09:20:00,53,,0.4,0.4,0.8,0.8,09:20:00,2024-03-22
5_2024-03-22 09:10:00,5,,1.6,,1.6,1.6,09:10:00,2024-03-22
27_2024-03-22 02:00:00,27,,,0.0,1.8,1.8,02:00:00,2024-03-22
27_2024-03-22 01:15:00,27,,,0.0,1.8,1.8,01:15:00,2024-03-22
27_2024-03-22 01:10:00,27,,,0.0,1.8,1.8,01:10:00,2024-03-22
1_2024-03-22 22:25:00,1,0.0,0.6,10.6,24.4,27.0,22:25:00,2024-03-22
1_2024-03-22 21:50:00,1,0.0,1.2,10.4,24.0,26.6,21:50:00,2024-03-22
1_2024-03-22 17:15:00,1,0.0,1.2,6.6,14.2,15.8,17:15:00,2024-03-22
1_2024-03-22 13:10:00,1,0.0,2.2,5.2,7.4,9.0,13:10:00,2024-03-22
1_2024-03-22 22:55:00,1,0.0,0.2,8.4,24.4,27.0,22:55:00,2024-03-22
1_2024-03-22 22:45:00,1,0.0,0.4,8.8,24.4,27.0,22:45:00,2024-03-22
1_2024-03-22 18:15:00,1,0.0,0.4,4.8,14.6,16.2,18:15:00,2024-03-22
1_2024-03-22 17:50:00,1,0.0,0.4,6.0,14.6,16.2,17:50:00,2024-03-22
1_2024-03-22 17:25:00,1,0.0,0.4,6.4,14.2,15.8,17:25:00,2024-03-22
1_2024-03-22 22:15:00,1,0.0,0.8,10.8,24.4,27.0,22:15:00,2024-03-22
1_2024-03-22 15:50:00,1,0.0,0.8,8.4,12.2,13.8,15:50:00,2024-03-22
1_2024-03-22 15:40:00,1,0.0,0.8,9.4,12.2,13.8,15:40:00,2024-03-22
2_2024-03-22 10:25:00,2,0.0,0.0,0.8,3.4,8.8,10:25:00,2024-03-22
2_2024-03-22 10:15:00,2,0.0,0.0,0.8,3.4,8.8,10:15:00,2024-03-22
2_2024-03-22 22:45:00,2,0.0,1.0,9.6,42.0,50.0,22:45:00,2024-03-22
2_2024-03-22 23:40:00,2,0.0,0.6,7.8,42.6,50.6,23:40:00,2024-03-22
2_2024-03-22 17:50:00,2,0.0,0.6,16.6,34.0,39.4,17:50:00,2024-03-22
2_2024-03-22 17:15:00,2,0.0,1.2,21.0,33.6,39.0,17:15:00,2024-03-22
2_2024-03-22 11:10:00,2,0.0,0.2,1.0,3.6,9.0,11:10:00,2024-03-22
2_2024-03-22 11:30:00,2,0.0,0.2,1.0,3.6,9.0,11:30:00,2024-03-22
2_2024-03-22 10:55:00,2,0.0,0.2,1.0,3.6,9.0,10:55:00,2024-03-22
2_2024-03-22 09:55:00,2,0.0,0.2,0.8,3.4,8.8,09:55:00,2024-03-22
2_2024-03-22 23:15:00,2,0.0,0.4,8.0,42.2,50.2,23:15:00,2024-03-22
2_2024-03-22 18:15:00,2,0.0,0.4,11.0,34.0,39.4,18:15:00,2024-03-22
2_2024-03-22 09:40:00,2,0.0,0.4,0.8,3.4,8.8,09:40:00,2024-03-22
2_2024-03-22 09:20:00,2,0.0,0.8,0.8,3.4,8.8,09:20:00,2024-03-22
3_2024-03-22 22:25:00,3,0.0,3.2,17.2,39.0,39.2,22:25:00,2024-03-22
3_2024-03-22 22:55:00,3,0.0,0.4,15.6,39.0,39.2,22:55:00,2024-03-22
3_2024-03-22 10:55:00,3,0.0,0.4,1.4,1.4,1.6,10:55:00,2024-03-22
3_2024-03-22 22:45:00,3,0.0,1.8,16.2,39.0,39.2,22:45:00,2024-03-22
4_2024-03-22 23:55:00,4,0.0,0.6,5.6,29.8,32.4,23:55:00,2024-03-22
4_2024-03-22 23:40:00,4,0.0,0.6,6.6,29.8,32.4,23:40:00,2024-03-22
4_2024-03-22 09:40:00,4,0.0,0.6,0.8,1.4,3.4,09:40:00,2024-03-22
4_2024-03-22 22:45:00,4,0.0,1.2,7.0,29.2,31.8,22:45:00,2024-03-22
4_2024-03-22 22:25:00,4,0.0,1.2,7.6,29.0,31.6,22:25:00,2024-03-22
4_2024-03-22 15:50:00,4,0.0,1.2,16.6,19.2,21.2,15:50:00,2024-03-22
4_2024-03-22 17:15:00,4,0.0,1.4,11.6,21.4,23.4,17:15:00,2024-03-22
4_2024-03-22 17:50:00,4,0.0,0.4,9.6,21.6,23.6,17:50:00,2024-03-22
4_2024-03-22 18:15:00,4,0.0,0.4,7.8,21.8,23.8,18:15:00,2024-03-22
4_2024-03-22 09:55:00,4,0.0,0.4,0.8,1.4,3.4,09:55:00,2024-03-22
4_2024-03-22 22:55:00,4,0.0,0.8,6.8,29.2,31.8,22:55:00,2024-03-22
4_2024-03-22 17:25:00,4,0.0,0.8,11.4,21.4,23.4,17:25:00,2024-03-22
4_2024-03-22 09:20:00,4,0.0,0.8,0.8,1.4,3.4,09:20:00,2024-03-22
4_2024-03-22 15:40:00,4,0.0,1.6,17.4,19.2,21.2,15:40:00,2024-03-22
4_2024-03-22 12:15:00,4,0.0,2.6,3.6,4.2,6.2,12:15:00,2024-03-22
5_2024-03-22 14:50:00,5,0.0,3.0,17.0,19.6,19.6,14:50:00,2024-03-22
5_2024-03-22 14:45:00,5,0.0,3.4,17.0,19.6,19.6,14:45:00,2024-03-22
5_2024-03-22 17:40:00,5,0.0,1.0,8.2,24.2,24.2,17:40:00,2024-03-22
5_2024-03-22 15:15:00,5,0.0,0.6,16.6,19.8,19.8,15:15:00,2024-03-22
5_2024-03-22 17:50:00,5,0.0,0.8,7.6,24.2,24.2,17:50:00,2024-03-22
5_2024-03-22 11:45:00,5,0.0,0.8,,3.4,3.4,11:45:00,2024-03-22
6_2024-03-22 22:45:00,6,0.0,3.0,35.2,99.6,99.8,22:45:00,2024-03-22
6_2024-03-22 22:25:00,6,0.0,4.6,38.0,99.6,99.8,22:25:00,2024-03-22
7_2024-03-22 22:50:00,7,0.0,2.2,28.4,79.2,79.2,22:50:00,2024-03-22
8_2024-03-22 09:55:00,8,0.0,6.0,6.0,6.0,6.0,09:55:00,2024-03-22
8_2024-03-22 10:15:00,8,0.0,5.8,6.0,6.0,6.0,10:15:00,2024-03-22
8_2024-03-22 10:25:00,8,0.0,5.2,6.0,6.0,6.0,10:25:00,2024-03-22
8_2024-03-22 12:25:00,8,0.0,0.0,6.0,6.0,6.0,12:25:00,2024-03-22
8_2024-03-22 12:15:00,8,0.0,0.0,6.0,6.0,6.0,12:15:00,2024-03-22
8_2024-03-22 11:55:00,8,0.0,0.0,6.0,6.0,6.0,11:55:00,2024-03-22
8_2024-03-22 11:45:00,8,0.0,0.0,6.0,6.0,6.0,11:45:00,2024-03-22
8_2024-03-22 11:30:00,8,0.0,0.0,6.0,6.0,6.0,11:30:00,2024-03-22
8_2024-03-22 11:10:00,8,0.0,0.0,6.0,6.0,6.0,11:10:00,2024-03-22
8_2024-03-22 11:00:00,8,0.0,0.0,6.0,6.0,6.0,11:00:00,2024-03-22
8_2024-03-22 10:45:00,8,0.0,0.0,6.0,6.0,6.0,10:45:00,2024-03-22
8_2024-03-22 20:55:00,8,0.0,0.0,2.0,8.8,8.8,20:55:00,2024-03-22
8_2024-03-22 23:40:00,8,0.0,0.0,1.2,8.8,8.8,23:40:00,2024-03-22
8_2024-03-22 23:25:00,8,0.0,0.0,1.2,8.8,8.8,23:25:00,2024-03-22
8_2024-03-22 23:15:00,8,0.0,0.0,1.2,8.8,8.8,23:15:00,2024-03-22
8_2024-03-22 18:35:00,8,0.0,0.0,0.8,7.2,7.2,18:35:00,2024-03-22
8_2024-03-22 18:25:00,8,0.0,0.0,0.8,7.2,7.2,18:25:00,2024-03-22
8_2024-03-22 18:15:00,8,0.0,0.0,0.8,7.2,7.2,18:15:00,2024-03-22
8_2024-03-22 22:55:00,8,0.0,0.0,1.6,8.8,8.8,22:55:00,2024-03-22
8_2024-03-22 22:45:00,8,0.0,0.0,1.6,8.8,8.8,22:45:00,2024-03-22
8_2024-03-22 22:25:00,8,0.0,0.0,1.6,8.8,8.8,22:25:00,2024-03-22
8_2024-03-22 22:15:00,8,0.0,0.0,1.6,8.8,8.8,22:15:00,2024-03-22
8_2024-03-22 21:50:00,8,0.0,0.0,1.6,8.8,8.8,21:50:00,2024-03-22
8_2024-03-22 21:40:00,8,0.0,0.0,1.6,8.8,8.8,21:40:00,2024-03-22
8_2024-03-22 21:30:00,8,0.0,0.0,1.6,8.8,8.8,21:30:00,2024-03-22
8_2024-03-22 21:10:00,8,0.0,0.0,1.6,8.8,8.8,21:10:00,2024-03-22
8_2024-03-22 15:50:00,8,0.0,0.0,0.4,6.4,6.4,15:50:00,2024-03-22
8_2024-03-22 15:40:00,8,0.0,0.0,0.4,6.4,6.4,15:40:00,2024-03-22
8_2024-03-22 15:30:00,8,0.0,0.0,0.4,6.4,6.4,15:30:00,2024-03-22
8_2024-03-22 15:15:00,8,0.0,0.0,0.4,6.4,6.4,15:15:00,2024-03-22
8_2024-03-22 14:55:00,8,0.0,0.0,0.4,6.4,6.4,14:55:00,2024-03-22
8_2024-03-22 14:45:00,8,0.0,0.0,0.4,6.4,6.4,14:45:00,2024-03-22
8_2024-03-22 14:25:00,8,0.0,0.0,0.4,6.4,6.4,14:25:00,2024-03-22
8_2024-03-22 14:15:00,8,0.0,0.0,0.4,6.4,6.4,14:15:00,2024-03-22
8_2024-03-22 13:50:00,8,0.0,0.0,0.4,6.4,6.4,13:50:00,2024-03-22
8_2024-03-22 13:40:00,8,0.0,0.0,0.4,6.4,6.4,13:40:00,2024-03-22
8_2024-03-22 20:45:00,8,0.0,1.2,2.0,8.8,8.8,20:45:00,2024-03-22
8_2024-03-22 20:25:00,8,0.0,1.2,2.0,8.8,8.8,20:25:00,2024-03-22
8_2024-03-22 20:15:00,8,0.0,1.2,2.0,8.8,8.8,20:15:00,2024-03-22
8_2024-03-22 16:55:00,8,0.0,0.4,0.4,6.8,6.8,16:55:00,2024-03-22
8_2024-03-22 16:45:00,8,0.0,0.4,0.4,6.8,6.8,16:45:00,2024-03-22
8_2024-03-22 16:25:00,8,0.0,0.4,0.8,6.8,6.8,16:25:00,2024-03-22
8_2024-03-22 17:50:00,8,0.0,0.4,0.8,7.2,7.2,17:50:00,2024-03-22
8_2024-03-22 17:40:00,8,0.0,0.4,0.8,7.2,7.2,17:40:00,2024-03-22
8_2024-03-22 17:30:00,8,0.0,0.4,0.8,7.2,7.2,17:30:00,2024-03-22
8_2024-03-22 19:40:00,8,0.0,0.4,1.2,7.6,7.6,19:40:00,2024-03-22
8_2024-03-22 19:20:00,8,0.0,0.4,1.2,7.6,7.6,19:20:00,2024-03-22
8_2024-03-22 13:10:00,8,0.0,0.4,6.4,6.4,6.4,13:10:00,2024-03-22
8_2024-03-22 12:55:00,8,0.0,0.4,6.4,6.4,6.4,12:55:00,2024-03-22
8_2024-03-22 13:30:00,8,0.0,0.4,2.0,6.4,6.4,13:30:00,2024-03-22
9_2024-03-22 09:20:00,9,0.0,0.8,1.2,1.4,1.4,09:20:00,2024-03-22
10_2024-03-22 23:40:00,10,0.0,0.0,6.6,34.8,34.8,23:40:00,2024-03-22
10_2024-03-22 23:25:00,10,0.0,0.0,7.2,34.8,34.8,23:25:00,2024-03-22
10_2024-03-22 23:15:00,10,0.0,0.0,7.6,34.8,34.8,23:15:00,2024-03-22
10_2024-03-22 22:45:00,10,0.0,0.0,8.6,34.8,34.8,22:45:00,2024-03-22
10_2024-03-22 22:55:00,10,0.0,0.0,8.2,34.8,34.8,22:55:00,2024-03-22
10_2024-03-22 21:50:00,10,0.0,0.6,10.4,34.8,34.8,21:50:00,2024-03-22
10_2024-03-22 22:25:00,10,0.0,0.4,9.2,34.8,34.8,22:25:00,2024-03-22
10_2024-03-22 22:15:00,10,0.0,0.4,9.8,34.8,34.8,22:15:00,2024-03-22
10_2024-03-22 21:10:00,10,0.0,2.6,11.8,34.4,34.4,21:10:00,2024-03-22
11_2024-03-22 17:15:00,11,0.0,0.0,16.4,22.6,30.2,17:15:00,2024-03-22
11_2024-03-22 15:50:00,11,0.0,0.6,21.4,22.4,30.0,15:50:00,2024-03-22
11_2024-03-22 22:55:00,11,0.0,1.2,7.0,31.6,39.2,22:55:00,2024-03-22
11_2024-03-22 21:40:00,11,0.0,1.4,7.4,30.2,37.8,21:40:00,2024-03-22
11_2024-03-22 16:45:00,11,0.0,0.2,17.2,22.6,30.2,16:45:00,2024-03-22
11_2024-03-22 16:55:00,11,0.0,0.2,17.0,22.6,30.2,16:55:00,2024-03-22
11_2024-03-22 18:15:00,11,0.0,0.2,4.2,22.8,30.4,18:15:00,2024-03-22
11_2024-03-22 17:50:00,11,0.0,0.2,9.6,22.8,30.4,17:50:00,2024-03-22
11_2024-03-22 17:40:00,11,0.0,0.2,11.0,22.8,30.4,17:40:00,2024-03-22
11_2024-03-22 16:10:00,11,0.0,0.4,20.8,22.4,30.0,16:10:00,2024-03-22
12_2024-03-22 17:15:00,12,0.0,0.6,21.2,29.8,34.8,17:15:00,2024-03-22
12_2024-03-22 18:15:00,12,0.0,0.2,8.6,30.0,35.0,18:15:00,2024-03-22
12_2024-03-22 18:25:00,12,0.0,0.2,5.8,28.6,35.0,18:25:00,2024-03-22
12_2024-03-22 17:50:00,12,0.0,0.4,14.4,30.0,35.0,17:50:00,2024-03-22
12_2024-03-22 16:45:00,12,0.0,0.8,22.2,29.6,34.6,16:45:00,2024-03-22
12_2024-03-22 22:55:00,12,0.0,1.6,8.8,39.0,45.8,22:55:00,2024-03-22
12_2024-03-22 15:50:00,12,0.0,1.6,26.2,28.8,33.8,15:50:00,2024-03-22
13_2024-03-22 10:55:00,13,0.0,5.8,5.8,5.8,6.4,10:55:00,2024-03-22
13_2024-03-22 10:45:00,13,0.0,5.8,5.8,5.8,6.4,10:45:00,2024-03-22
13_2024-03-22 12:35:00,13,0.0,30.2,36.0,36.0,36.6,12:35:00,2024-03-22
13_2024-03-22 12:25:00,13,0.0,30.2,36.0,36.0,36.6,12:25:00,2024-03-22
13_2024-03-22 12:15:00,13,0.0,30.2,36.0,36.0,36.6,12:15:00,2024-03-22
13_2024-03-22 18:15:00,13,0.0,4.6,18.6,57.0,57.6,18:15:00,2024-03-22
13_2024-03-22 15:25:00,13,0.0,7.4,42.0,47.8,48.4,15:25:00,2024-03-22
13_2024-03-22 23:15:00,13,0.0,0.0,14.8,75.0,75.6,23:15:00,2024-03-22
13_2024-03-22 22:55:00,13,0.0,0.0,15.8,75.0,75.6,22:55:00,2024-03-22
13_2024-03-22 22:45:00,13,0.0,0.0,16.2,75.0,75.6,22:45:00,2024-03-22
13_2024-03-22 13:30:00,13,0.0,0.0,36.0,36.0,36.6,13:30:00,2024-03-22
13_2024-03-22 13:10:00,13,0.0,0.0,36.0,36.0,36.6,13:10:00,2024-03-22
13_2024-03-22 12:55:00,13,0.0,0.0,36.0,36.0,36.6,12:55:00,2024-03-22
13_2024-03-22 11:30:00,13,0.0,0.0,5.8,5.8,6.4,11:30:00,2024-03-22
13_2024-03-22 22:15:00,13,0.0,2.0,18.0,75.0,75.6,22:15:00,2024-03-22
13_2024-03-22 22:25:00,13,0.0,1.2,17.8,75.0,75.6,22:25:00,2024-03-22
13_2024-03-22 11:10:00,13,0.0,0.4,5.8,5.8,6.4,11:10:00,2024-03-22
14_2024-03-22 22:15:00,14,0.0,2.0,17.0,60.2,62.6,22:15:00,2024-03-22
14_2024-03-22 10:25:00,14,0.0,1.0,1.8,3.4,4.2,10:25:00,2024-03-22
14_2024-03-22 10:15:00,14,0.0,1.4,1.8,3.4,4.2,10:15:00,2024-03-22
14_2024-03-22 23:15:00,14,0.0,0.2,14.0,60.4,62.8,23:15:00,2024-03-22
14_2024-03-22 22:45:00,14,0.0,0.2,14.8,60.4,62.8,22:45:00,2024-03-22
14_2024-03-22 22:55:00,14,0.0,0.2,14.6,60.4,62.8,22:55:00,2024-03-22
15_2024-03-22 21:10:00,15,0.0,6.0,17.6,48.0,48.2,21:10:00,2024-03-22
15_2024-03-22 21:30:00,15,0.0,3.4,17.2,48.0,48.2,21:30:00,2024-03-22
15_2024-03-22 12:15:00,15,0.0,3.2,10.2,10.4,10.4,12:15:00,2024-03-22
15_2024-03-22 15:15:00,15,0.0,7.4,19.8,27.0,27.0,15:15:00,2024-03-22
15_2024-03-22 23:15:00,15,0.0,0.0,11.4,48.0,48.2,23:15:00,2024-03-22
15_2024-03-22 22:55:00,15,0.0,0.0,12.0,48.0,48.2,22:55:00,2024-03-22
15_2024-03-22 22:45:00,15,0.0,0.0,12.6,48.0,48.2,22:45:00,2024-03-22
15_2024-03-22 22:25:00,15,0.0,0.0,15.2,48.0,48.2,22:25:00,2024-03-22
15_2024-03-22 22:15:00,15,0.0,0.0,15.4,48.0,48.2,22:15:00,2024-03-22
15_2024-03-22 12:35:00,15,0.0,1.0,9.8,10.6,10.6,12:35:00,2024-03-22
15_2024-03-22 17:40:00,15,0.0,1.2,18.4,31.0,31.0,17:40:00,2024-03-22
15_2024-03-22 11:10:00,15,0.0,1.2,7.0,7.2,7.2,11:10:00,2024-03-22
15_2024-03-22 10:45:00,15,0.0,2.2,6.4,6.6,6.6,10:45:00,2024-03-22
15_2024-03-22 23:40:00,15,0.0,0.2,10.2,48.2,48.4,23:40:00,2024-03-22
15_2024-03-22 21:50:00,15,0.0,0.2,17.0,48.0,48.2,21:50:00,2024-03-22
15_2024-03-22 12:55:00,15,0.0,0.2,9.0,10.6,10.6,12:55:00,2024-03-22
15_2024-03-22 21:40:00,15,0.0,1.8,17.2,48.0,48.2,21:40:00,2024-03-22
16_2024-03-22 22:25:00,16,0.0,3.4,31.0,101.4,101.6,22:25:00,2024-03-22
16_2024-03-22 22:45:00,16,0.0,2.0,29.0,101.4,101.6,22:45:00,2024-03-22
16_2024-03-22 22:55:00,16,0.0,1.4,28.2,101.4,101.6,22:55:00,2024-03-22
16_2024-03-22 10:25:00,16,0.0,1.6,2.8,3.0,3.0,10:25:00,2024-03-22
17_2024-03-22 10:25:00,17,0.0,17.6,20.4,20.4,20.4,10:25:00,2024-03-22
17_2024-03-22 22:25:00,17,0.0,0.0,11.8,64.0,64.0,22:25:00,2024-03-22
17_2024-03-22 13:40:00,17,0.0,0.0,9.2,22.8,22.8,13:40:00,2024-03-22
17_2024-03-22 13:30:00,17,0.0,0.0,17.4,22.8,22.8,13:30:00,2024-03-22
17_2024-03-22 21:40:00,17,0.0,2.4,16.4,64.0,64.0,21:40:00,2024-03-22
17_2024-03-22 12:40:00,17,0.0,1.2,22.8,22.8,22.8,12:40:00,2024-03-22
17_2024-03-22 21:50:00,17,0.0,1.4,15.4,64.0,64.0,21:50:00,2024-03-22
17_2024-03-22 23:40:00,17,0.0,0.2,9.4,64.2,64.2,23:40:00,2024-03-22
17_2024-03-22 23:30:00,17,0.0,0.2,9.4,64.2,64.2,23:30:00,2024-03-22
17_2024-03-22 23:15:00,17,0.0,0.2,9.4,64.2,64.2,23:15:00,2024-03-22
17_2024-03-22 22:15:00,17,0.0,0.2,12.6,64.0,64.0,22:15:00,2024-03-22
17_2024-03-22 11:10:00,17,0.0,0.2,20.6,20.6,20.6,11:10:00,2024-03-22
17_2024-03-22 13:10:00,17,0.0,0.2,22.6,22.8,22.8,13:10:00,2024-03-22
17_2024-03-22 13:00:00,17,0.0,0.2,22.8,22.8,22.8,13:00:00,2024-03-22
17_2024-03-22 11:00:00,17,0.0,0.4,20.6,20.6,20.6,11:00:00,2024-03-22
17_2024-03-22 19:40:00,17,0.0,1.6,12.6,54.8,54.8,19:40:00,2024-03-22
18_2024-03-22 07:50:00,18,0.0,0.0,0.0,15.2,16.4,07:50:00,2024-03-22
18_2024-03-22 07:40:00,18,0.0,0.0,0.0,15.2,16.4,07:40:00,2024-03-22
18_2024-03-22 07:25:00,18,0.0,0.0,0.0,15.2,16.4,07:25:00,2024-03-22
18_2024-03-22 07:00:00,18,0.0,0.0,0.0,15.2,16.4,07:00:00,2024-03-22
18_2024-03-22 06:55:00,18,0.0,0.0,0.0,15.2,16.4,06:55:00,2024-03-22
18_2024-03-22 06:45:00,18,0.0,0.0,0.0,15.2,16.4,06:45:00,2024-03-22
18_2024-03-22 06:35:00,18,0.0,0.0,0.0,15.2,16.4,06:35:00,2024-03-22
18_2024-03-22 06:15:00,18,0.0,0.0,0.0,15.2,16.4,06:15:00,2024-03-22
18_2024-03-22 05:50:00,18,0.0,0.0,0.0,15.2,16.4,05:50:00,2024-03-22
18_2024-03-22 05:40:00,18,0.0,0.0,0.0,15.2,16.4,05:40:00,2024-03-22
18_2024-03-22 05:30:00,18,0.0,0.0,0.0,15.2,16.4,05:30:00,2024-03-22
18_2024-03-22 05:10:00,18,0.0,0.0,0.0,15.2,16.4,05:10:00,2024-03-22
18_2024-03-22 04:55:00,18,0.0,0.0,0.0,15.2,16.4,04:55:00,2024-03-22
18_2024-03-22 04:35:00,18,0.0,0.0,0.0,15.2,16.4,04:35:00,2024-03-22
18_2024-03-22 04:15:00,18,0.0,0.0,0.0,15.2,16.4,04:15:00,2024-03-22
18_2024-03-22 03:55:00,18,0.0,0.0,0.0,15.2,16.4,03:55:00,2024-03-22
18_2024-03-22 03:45:00,18,0.0,0.0,0.0,15.2,16.4,03:45:00,2024-03-22
18_2024-03-22 03:25:00,18,0.0,0.0,0.0,15.2,16.4,03:25:00,2024-03-22
18_2024-03-22 03:10:00,18,0.0,0.0,0.0,15.2,16.4,03:10:00,2024-03-22
18_2024-03-22 02:50:00,18,0.0,0.0,0.0,15.2,16.4,02:50:00,2024-03-22
18_2024-03-22 02:40:00,18,0.0,0.0,0.0,15.2,16.4,02:40:00,2024-03-22
18_2024-03-22 02:25:00,18,0.0,0.0,0.0,15.2,16.4,02:25:00,2024-03-22
18_2024-03-22 02:15:00,18,0.0,0.0,0.0,15.2,16.4,02:15:00,2024-03-22
18_2024-03-22 01:55:00,18,0.0,0.0,0.0,15.2,16.4,01:55:00,2024-03-22
18_2024-03-22 01:45:00,18,0.0,0.0,0.0,15.2,16.4,01:45:00,2024-03-22
18_2024-03-22 01:20:00,18,0.0,0.0,0.0,15.2,16.4,01:20:00,2024-03-22
18_2024-03-22 01:10:00,18,0.0,0.0,0.0,15.2,16.4,01:10:00,2024-03-22
18_2024-03-22 00:55:00,18,0.0,0.0,0.0,15.2,16.4,00:55:00,2024-03-22
18_2024-03-22 04:25:00,18,0.0,0.0,0.0,15.2,16.4,04:25:00,2024-03-22
18_2024-03-22 00:45:00,18,0.0,0.0,0.4,15.2,16.4,00:45:00,2024-03-22
18_2024-03-22 00:25:00,18,0.0,0.0,0.4,15.2,16.4,00:25:00,2024-03-22
18_2024-03-22 00:15:00,18,0.0,0.0,0.4,15.2,16.4,00:15:00,2024-03-22
18_2024-03-22 10:25:00,18,0.0,0.6,2.4,17.6,18.8,10:25:00,2024-03-22
18_2024-03-22 08:55:00,18,0.0,1.2,1.2,16.4,17.6,08:55:00,2024-03-22
18_2024-03-22 10:55:00,18,0.0,0.2,2.4,17.6,18.8,10:55:00,2024-03-22
18_2024-03-22 10:45:00,18,0.0,0.2,2.4,17.6,18.8,10:45:00,2024-03-22
20_2024-03-22 16:10:00,20,0.0,0.0,20.4,24.0,24.0,16:10:00,2024-03-22
20_2024-03-22 23:40:00,20,0.0,1.0,6.0,30.2,32.4,23:40:00,2024-03-22
20_2024-03-22 15:25:00,20,0.0,2.4,20.8,24.0,24.0,15:25:00,2024-03-22
20_2024-03-22 17:50:00,20,0.0,0.6,9.8,24.8,24.8,17:50:00,2024-03-22
20_2024-03-22 21:40:00,20,0.0,1.4,4.8,27.4,29.6,21:40:00,2024-03-22
20_2024-03-22 15:50:00,20,0.0,0.2,20.8,24.0,24.0,15:50:00,2024-03-22
20_2024-03-22 16:55:00,20,0.0,0.2,12.6,24.2,24.2,16:55:00,2024-03-22
20_2024-03-22 16:45:00,20,0.0,0.2,14.6,24.2,24.2,16:45:00,2024-03-22
20_2024-03-22 18:15:00,20,0.0,0.4,4.6,24.0,24.8,18:15:00,2024-03-22
20_2024-03-22 15:40:00,20,0.0,0.8,20.8,24.0,24.0,15:40:00,2024-03-22
20_2024-03-22 22:55:00,20,0.0,1.6,5.6,29.2,31.4,22:55:00,2024-03-22
21_2024-03-22 21:50:00,21,0.0,4.8,20.6,71.0,71.0,21:50:00,2024-03-22
21_2024-03-22 23:15:00,21,0.0,0.0,16.2,71.2,71.2,23:15:00,2024-03-22
21_2024-03-22 22:25:00,21,0.0,1.2,19.6,71.2,71.2,22:25:00,2024-03-22
21_2024-03-22 10:45:00,21,0.0,1.4,5.6,5.6,5.6,10:45:00,2024-03-22
21_2024-03-22 22:45:00,21,0.0,0.2,17.6,71.2,71.2,22:45:00,2024-03-22
