primary_key,id_estacao,acumulado_chuva_15_min,acumulado_chuva_1_h,acumulado_chuva_4_h,acumulado_chuva_24_h,acumulado_chuva_96_h,horario,data_particao
65_2024-03-22 21:50:00,65,0.2,7.0,36.8,119.4,119.4,21:50:00,2024-03-22
65_2024-03-22 22:25:00,65,0.2,1.4,34.4,119.8,119.8,22:25:00,2024-03-22
66_2024-03-22 12:25:00,66,0.2,5.0,13.2,13.2,13.2,12:25:00,2024-03-22
66_2024-03-22 16:45:00,66,0.2,6.8,40.4,55.2,55.2,16:45:00,2024-03-22
66_2024-03-22 12:15:00,66,0.2,5.6,13.0,13.0,13.0,12:15:00,2024-03-22
66_2024-03-22 11:10:00,66,0.2,0.6,7.2,7.2,7.2,11:10:00,2024-03-22
68_2024-03-22 18:25:00,68,0.2,2.2,14.6,33.0,33.4,18:25:00,2024-03-22
68_2024-03-22 11:10:00,68,0.2,0.8,1.4,1.4,1.8,11:10:00,2024-03-22
69_2024-03-22 22:25:00,69,0.2,3.4,12.6,35.6,41.6,22:25:00,2024-03-22
69_2024-03-22 15:15:00,69,0.2,3.4,19.0,21.4,25.6,15:15:00,2024-03-22
69_2024-03-22 22:45:00,69,0.2,2.4,12.0,35.8,41.8,22:45:00,2024-03-22
69_2024-03-22 11:55:00,69,0.2,0.6,1.0,3.0,7.2,11:55:00,2024-03-22
69_2024-03-22 19:20:00,69,0.2,2.2,5.2,24.6,30.6,19:20:00,2024-03-22
69_2024-03-22 23:25:00,69,0.2,0.8,11.6,36.4,42.4,23:25:00,2024-03-22
69_2024-03-22 16:25:00,69,0.2,0.8,16.8,22.2,26.2,16:25:00,2024-03-22
69_2024-03-22 17:40:00,69,0.2,0.8,8.2,23.8,27.8,17:40:00,2024-03-22
69_2024-03-22 22:55:00,69,0.2,1.8,11.8,35.8,41.8,22:55:00,2024-03-22
70_2024-03-22 22:25:00,70,0.2,3.8,15.0,39.4,40.0,22:25:00,2024-03-22
70_2024-03-22 15:15:00,70,0.2,3.6,20.0,21.0,21.0,15:15:00,2024-03-22
70_2024-03-22 15:30:00,70,0.2,2.0,20.0,21.2,21.2,15:30:00,2024-03-22
70_2024-03-22 17:25:00,70,0.2,2.0,10.8,23.8,23.8,17:25:00,2024-03-22
70_2024-03-22 16:25:00,70,0.2,0.6,18.0,21.8,21.8,16:25:00,2024-03-22
70_2024-03-22 22:45:00,70,0.2,2.2,14.2,39.6,40.2,22:45:00,2024-03-22
70_2024-03-22 18:15:00,70,0.2,0.4,6.6,24.0,24.0,18:15:00,2024-03-22
70_2024-03-22 23:40:00,70,0.2,1.6,14.2,41.2,41.8,23:40:00,2024-03-22
70_2024-03-22 19:20:00,70,0.2,2.6,5.6,26.4,26.8,19:20:00,2024-03-22
71_2024-03-22 21:40:00,71,0.2,2.0,10.0,33.2,34.8,21:40:00,2024-03-22
71_2024-03-22 17:15:00,71,0.2,2.0,10.4,24.2,,17:15:00,2024-03-22
71_2024-03-22 17:50:00,71,0.2,1.2,6.6,24.8,,17:50:00,2024-03-22
71_2024-03-22 21:50:00,71,0.2,1.4,10.2,33.4,35.0,21:50:00,2024-03-22
71_2024-03-22 15:40:00,71,0.2,0.2,18.4,21.6,21.6,15:40:00,2024-03-22
71_2024-03-22 15:50:00,71,0.2,0.4,17.6,21.8,21.8,15:50:00,2024-03-22
71_2024-03-22 22:55:00,71,0.2,0.8,8.6,34.2,35.8,22:55:00,2024-03-22
71_2024-03-22 22:25:00,71,0.2,0.8,9.4,33.8,35.4,22:25:00,2024-03-22
71_2024-03-22 17:30:00,71,0.2,1.6,8.4,24.4,,17:30:00,2024-03-22
72_2024-03-22 19:20:00,72,0.2,2.0,6.0,28.4,29.0,19:20:00,2024-03-22
72_2024-03-22 17:15:00,72,0.2,2.0,12.0,25.6,25.6,17:15:00,2024-03-22
72_2024-03-22 19:10:00,72,0.2,2.4,5.8,28.2,28.8,19:10:00,2024-03-22
72_2024-03-22 23:40:00,72,0.2,0.6,8.2,35.4,37.8,23:40:00,2024-03-22
72_2024-03-22 22:45:00,72,0.2,0.6,8.6,34.8,37.2,22:45:00,2024-03-22
72_2024-03-22 17:50:00,72,0.2,1.2,7.0,26.2,26.2,17:50:00,2024-03-22
72_2024-03-22 21:50:00,72,0.2,1.4,10.4,34.2,36.6,21:50:00,2024-03-22
72_2024-03-22 15:50:00,72,0.2,0.4,18.4,23.2,23.2,15:50:00,2024-03-22
72_2024-03-22 22:55:00,72,0.2,0.8,8.8,35.0,37.4,22:55:00,2024-03-22
72_2024-03-22 22:25:00,72,0.2,0.8,9.6,34.6,37.0,22:25:00,2024-03-22
72_2024-03-22 16:25:00,72,0.2,0.8,15.4,23.8,23.8,16:25:00,2024-03-22
72_2024-03-22 18:15:00,72,0.2,0.8,3.6,25.8,26.4,18:15:00,2024-03-22
72_2024-03-22 19:00:00,72,0.2,2.6,5.8,28.2,28.8,19:00:00,2024-03-22
72_2024-03-22 21:40:00,72,0.2,1.8,10.2,34.0,36.4,21:40:00,2024-03-22
73_2024-03-22 21:30:00,73,0.2,3.2,8.4,35.6,40.8,21:30:00,2024-03-22
73_2024-03-22 21:40:00,73,0.2,2.0,8.6,35.8,41.0,21:40:00,2024-03-22
73_2024-03-22 19:20:00,73,0.2,2.4,3.2,29.8,34.8,19:20:00,2024-03-22
73_2024-03-22 17:25:00,73,0.2,0.2,17.8,27.2,32.2,17:25:00,2024-03-22
73_2024-03-22 17:40:00,73,0.2,0.4,13.4,27.4,32.4,17:40:00,2024-03-22
73_2024-03-22 18:25:00,73,0.2,0.4,3.6,27.6,32.6,18:25:00,2024-03-22
73_2024-03-22 22:55:00,73,0.2,1.6,8.4,37.4,42.6,22:55:00,2024-03-22
73_2024-03-22 19:40:00,73,0.2,1.6,3.2,30.0,35.0,19:40:00,2024-03-22
73_2024-03-22 15:25:00,73,0.2,2.6,26.0,26.6,31.6,15:25:00,2024-03-22
73_2024-03-22 23:25:00,73,0.2,1.8,8.8,38.4,43.6,23:25:00,2024-03-22
74_2024-03-22 21:40:00,74,0.2,3.2,31.4,54.0,55.2,21:40:00,2024-03-22
74_2024-03-22 23:25:00,74,0.2,2.0,22.8,56.0,57.2,23:25:00,2024-03-22
74_2024-03-22 23:15:00,74,0.2,2.0,24.8,56.0,57.2,23:15:00,2024-03-22
74_2024-03-22 15:15:00,74,0.2,1.0,15.6,21.0,22.2,15:15:00,2024-03-22
74_2024-03-22 16:45:00,74,0.2,0.6,10.0,22.6,23.8,16:45:00,2024-03-22
74_2024-03-22 16:55:00,74,0.2,0.6,9.8,22.6,23.8,16:55:00,2024-03-22
74_2024-03-22 16:10:00,74,0.2,1.4,12.6,22.2,23.4,16:10:00,2024-03-22
74_2024-03-22 10:55:00,74,0.2,1.4,4.6,4.6,5.8,10:55:00,2024-03-22
74_2024-03-22 16:25:00,74,0.2,1.4,11.8,22.4,23.6,16:25:00,2024-03-22
74_2024-03-22 15:25:00,74,0.2,0.4,15.0,21.0,22.2,15:25:00,2024-03-22
74_2024-03-22 21:50:00,74,0.2,1.6,31.4,54.0,55.2,21:50:00,2024-03-22
75_2024-03-22 23:55:00,75,0.2,7.4,32.0,124.0,124.0,23:55:00,2024-03-22
75_2024-03-22 10:25:00,75,0.2,2.0,3.8,3.8,3.8,10:25:00,2024-03-22
76_2024-03-22 22:25:00,76,0.2,3.2,12.8,34.8,38.8,22:25:00,2024-03-22
76_2024-03-22 17:50:00,76,0.2,2.0,10.4,25.4,25.6,17:50:00,2024-03-22
76_2024-03-22 16:10:00,76,0.2,1.0,17.6,22.2,22.4,16:10:00,2024-03-22
76_2024-03-22 18:15:00,76,0.2,1.0,8.8,25.6,25.8,18:15:00,2024-03-22
76_2024-03-22 18:25:00,76,0.2,1.0,7.4,25.8,26.0,18:25:00,2024-03-22
76_2024-03-22 15:40:00,76,0.2,2.4,17.4,21.8,22.0,15:40:00,2024-03-22
76_2024-03-22 11:30:00,76,0.2,0.6,0.6,4.4,4.6,11:30:00,2024-03-22
76_2024-03-22 16:45:00,76,0.2,1.2,14.8,23.0,23.2,16:45:00,2024-03-22
76_2024-03-22 19:40:00,76,0.2,1.4,6.4,27.0,28.4,19:40:00,2024-03-22
76_2024-03-22 15:50:00,76,0.2,2.2,17.6,22.0,22.2,15:50:00,2024-03-22
76_2024-03-22 19:20:00,76,0.2,2.2,6.4,26.8,28.0,19:20:00,2024-03-22
76_2024-03-22 10:55:00,76,0.2,0.2,0.2,4.0,4.2,10:55:00,2024-03-22
76_2024-03-22 11:10:00,76,0.2,0.4,0.4,4.2,4.4,11:10:00,2024-03-22
77_2024-03-22 22:15:00,77,0.2,3.0,27.4,94.8,97.8,22:15:00,2024-03-22
77_2024-03-22 18:15:00,77,0.2,6.4,35.8,67.4,70.4,18:15:00,2024-03-22
77_2024-03-22 21:50:00,77,0.2,7.2,28.0,94.6,97.6,21:50:00,2024-03-22
77_2024-03-22 11:10:00,77,0.2,1.0,5.0,5.0,8.0,11:10:00,2024-03-22
77_2024-03-22 10:55:00,77,0.2,1.6,4.8,4.8,7.8,10:55:00,2024-03-22
78_2024-03-22 16:45:00,78,0.2,1.0,12.6,29.8,29.8,16:45:00,2024-03-22
78_2024-03-22 22:45:00,78,0.2,0.6,4.2,28.0,35.8,22:45:00,2024-03-22
78_2024-03-22 18:15:00,78,0.2,0.6,3.8,26.0,30.8,18:15:00,2024-03-22
78_2024-03-22 19:00:00,78,0.2,1.2,3.0,24.0,31.8,19:00:00,2024-03-22
78_2024-03-22 19:10:00,78,0.2,1.4,3.2,24.2,32.0,19:10:00,2024-03-22
78_2024-03-22 21:50:00,78,0.2,0.2,4.6,27.4,35.2,21:50:00,2024-03-22
78_2024-03-22 15:50:00,78,0.2,0.2,20.0,29.0,29.0,15:50:00,2024-03-22
78_2024-03-22 23:40:00,78,0.2,0.2,3.2,28.2,36.0,23:40:00,2024-03-22
78_2024-03-22 16:10:00,78,0.2,0.4,18.4,29.2,29.2,16:10:00,2024-03-22
78_2024-03-22 17:30:00,78,0.2,0.8,8.8,30.4,30.4,17:30:00,2024-03-22
78_2024-03-22 17:40:00,78,0.2,0.8,8.4,30.6,30.6,17:40:00,2024-03-22
78_2024-03-22 20:55:00,78,0.2,1.8,5.2,27.2,35.0,20:55:00,2024-03-22
79_2024-03-22 15:30:00,79,0.2,,14.2,24.2,24.2,15:30:00,2024-03-22
79_2024-03-22 15:40:00,79,0.2,,13.4,24.4,24.4,15:40:00,2024-03-22
79_2024-03-22 15:50:00,79,0.2,,13.4,24.6,24.6,15:50:00,2024-03-22
79_2024-03-22 17:40:00,79,0.2,1.4,,27.4,27.4,17:40:00,2024-03-22
79_2024-03-22 12:25:00,79,0.2,2.2,11.8,11.8,11.8,12:25:00,2024-03-22
79_2024-03-22 23:40:00,79,0.2,0.2,9.8,43.4,43.4,23:40:00,2024-03-22
79_2024-03-22 23:30:00,79,0.2,0.2,10.6,43.4,43.4,23:30:00,2024-03-22
79_2024-03-22 16:50:00,79,0.2,1.6,14.4,26.2,26.2,16:50:00,2024-03-22
80_2024-03-22 17:15:00,80,0.2,3.0,16.8,31.4,31.4,17:15:00,2024-03-22
80_2024-03-22 15:15:00,80,0.2,4.0,24.8,26.6,26.6,15:15:00,2024-03-22
80_2024-03-22 17:50:00,80,0.2,1.0,13.0,32.2,32.2,17:50:00,2024-03-22
80_2024-03-22 15:50:00,80,0.2,1.2,24.6,27.2,27.2,15:50:00,2024-03-22
80_2024-03-22 11:55:00,80,0.2,1.2,2.6,2.8,2.8,11:55:00,2024-03-22
80_2024-03-22 09:10:00,80,0.2,1.2,1.2,1.4,1.4,09:10:00,2024-03-22
80_2024-03-22 15:40:00,80,0.2,1.4,24.4,27.0,27.0,15:40:00,2024-03-22
80_2024-03-22 23:25:00,80,0.2,1.6,16.0,52.8,53.0,23:25:00,2024-03-22
80_2024-03-22 15:25:00,80,0.2,2.6,25.0,26.8,26.8,15:25:00,2024-03-22
81_2024-03-22 17:20:00,81,0.2,1.0,5.6,9.0,12.8,17:20:00,2024-03-22
81_2024-03-22 18:20:00,81,0.2,1.0,4.8,10.0,13.8,18:20:00,2024-03-22
81_2024-03-22 17:55:00,81,0.2,1.0,5.2,9.6,13.4,17:55:00,2024-03-22
81_2024-03-22 17:30:00,81,0.2,1.0,5.6,9.2,13.0,17:30:00,2024-03-22
81_2024-03-22 17:45:00,81,0.2,1.0,5.4,9.4,13.2,17:45:00,2024-03-22
81_2024-03-22 23:30:00,81,0.2,0.6,2.6,13.4,17.2,23:30:00,2024-03-22
81_2024-03-22 23:20:00,81,0.2,0.6,2.4,13.2,17.0,23:20:00,2024-03-22
81_2024-03-22 22:50:00,81,0.2,0.6,2.6,13.0,16.8,22:50:00,2024-03-22
81_2024-03-22 23:00:00,81,0.2,0.6,2.6,13.0,16.8,23:00:00,2024-03-22
81_2024-03-22 22:20:00,81,0.2,0.6,2.6,12.6,16.4,22:20:00,2024-03-22
81_2024-03-22 21:35:00,81,0.2,0.6,3.0,12.2,16.0,21:35:00,2024-03-22
81_2024-03-22 21:15:00,81,0.2,0.6,3.0,12.0,15.8,21:15:00,2024-03-22
81_2024-03-22 21:00:00,81,0.2,0.6,3.0,11.8,15.6,21:00:00,2024-03-22
81_2024-03-22 20:20:00,81,0.2,0.6,3.4,11.4,15.2,20:20:00,2024-03-22
81_2024-03-22 22:30:00,81,0.2,0.6,2.8,12.8,16.6,22:30:00,2024-03-22
81_2024-03-22 21:55:00,81,0.2,0.6,2.8,12.4,16.2,21:55:00,2024-03-22
81_2024-03-22 16:50:00,81,0.2,1.2,6.4,8.6,12.4,16:50:00,2024-03-22
81_2024-03-22 16:30:00,81,0.2,1.2,6.6,8.2,12.0,16:30:00,2024-03-22
81_2024-03-22 20:30:00,81,0.2,0.8,3.4,11.6,15.4,20:30:00,2024-03-22
81_2024-03-22 20:00:00,81,0.2,0.8,3.6,11.2,15.0,20:00:00,2024-03-22
81_2024-03-22 18:30:00,81,0.2,0.8,4.6,10.0,13.8,18:30:00,2024-03-22
81_2024-03-22 19:45:00,81,0.2,0.8,3.6,11.0,14.8,19:45:00,2024-03-22
81_2024-03-22 19:15:00,81,0.2,0.8,3.8,10.6,14.4,19:15:00,2024-03-22
81_2024-03-22 19:05:00,81,0.2,0.8,4.2,10.6,14.4,19:05:00,2024-03-22
81_2024-03-22 18:40:00,81,0.2,0.8,4.4,10.2,14.0,18:40:00,2024-03-22
81_2024-03-22 19:25:00,81,0.2,0.8,3.8,10.8,14.6,19:25:00,2024-03-22
81_2024-03-22 20:50:00,81,0.2,0.8,3.2,11.8,15.6,20:50:00,2024-03-22
81_2024-03-22 15:30:00,81,0.2,1.6,6.6,7.0,10.8,15:30:00,2024-03-22
82_2024-03-22 16:45:00,82,0.2,3.6,16.8,32.6,32.6,16:45:00,2024-03-22
82_2024-03-22 11:30:00,82,0.2,0.6,3.2,8.8,8.8,11:30:00,2024-03-22
82_2024-03-22 17:40:00,82,0.2,1.2,12.0,33.8,33.8,17:40:00,2024-03-22
82_2024-03-22 10:15:00,82,0.2,1.2,,8.2,8.2,10:15:00,2024-03-22
82_2024-03-22 09:10:00,82,0.2,1.2,1.2,6.8,6.8,09:10:00,2024-03-22
82_2024-03-22 23:25:00,82,0.2,1.4,20.8,55.0,60.6,23:25:00,2024-03-22
82_2024-03-22 08:15:00,82,0.2,0.2,0.2,5.8,5.8,08:15:00,2024-03-22
82_2024-03-22 15:15:00,82,0.2,0.4,18.4,27.0,27.0,15:15:00,2024-03-22
82_2024-03-22 15:25:00,82,0.2,0.4,18.4,27.2,27.2,15:25:00,2024-03-22
82_2024-03-22 11:45:00,82,0.2,0.8,3.4,9.0,9.0,11:45:00,2024-03-22
82_2024-03-22 22:45:00,82,0.2,1.8,21.2,53.8,59.4,22:45:00,2024-03-22
83_2024-03-22 10:55:00,83,0.2,1.0,5.2,5.2,6.8,10:55:00,2024-03-22
83_2024-03-22 10:25:00,83,0.2,2.8,5.0,5.0,6.6,10:25:00,2024-03-22
83_2024-03-22 10:45:00,83,0.2,1.6,5.2,5.2,6.8,10:45:00,2024-03-22
5_2024-03-22 23:25:00,5,0.2,1.0,19.0,,48.6,23:25:00,2024-03-22
5_2024-03-22 23:40:00,5,0.2,1.2,17.8,,48.8,23:40:00,2024-03-22
5_2024-03-22 23:15:00,5,0.2,1.2,19.2,,48.4,23:15:00,2024-03-22
5_2024-03-22 22:45:00,5,0.2,1.4,19.6,,47.8,22:45:00,2024-03-22
34_2024-03-22 22:20:00,34,0.2,5.6,46.4,,144.2,22:20:00,2024-03-22
47_2024-03-22 21:40:00,47,0.2,2.0,6.2,,38.8,21:40:00,2024-03-22
47_2024-03-22 20:15:00,47,0.2,1.0,3.6,,35.6,20:15:00,2024-03-22
47_2024-03-22 21:30:00,47,0.2,2.4,6.0,,38.6,21:30:00,2024-03-22
47_2024-03-22 21:50:00,47,0.2,1.4,6.2,,38.8,21:50:00,2024-03-22
47_2024-03-22 18:25:00,47,0.2,0.2,5.0,,32.8,18:25:00,2024-03-22
47_2024-03-22 17:25:00,47,0.2,0.4,19.0,,32.6,17:25:00,2024-03-22
47_2024-03-22 16:10:00,47,0.2,0.8,25.2,,31.6,16:10:00,2024-03-22
47_2024-03-22 19:50:00,47,0.2,1.6,3.8,,35.2,19:50:00,2024-03-22
47_2024-03-22 19:40:00,47,0.2,1.6,3.6,,35.0,19:40:00,2024-03-22
47_2024-03-22 19:10:00,47,0.2,1.6,3.4,,34.2,19:10:00,2024-03-22
47_2024-03-22 15:40:00,47,0.2,1.8,26.0,,31.4,15:40:00,2024-03-22
66_2024-03-22 21:40:00,66,0.2,5.0,25.6,,85.6,21:40:00,2024-03-22
71_2024-03-22 19:20:00,71,0.2,2.0,6.2,,,19:20:00,2024-03-22
71_2024-03-22 19:00:00,71,0.2,2.4,5.8,,,19:00:00,2024-03-22
71_2024-03-22 18:15:00,71,0.2,0.8,3.6,,,18:15:00,2024-03-22
3_2024-03-22 11:45:00,3,0.2,0.6,2.0,2.0,2.2,11:45:00,2024-03-22
9_2024-03-22 11:55:00,9,0.2,0.2,1.8,2.0,2.0,11:55:00,2024-03-22
9_2024-03-22 11:45:00,9,0.2,0.2,1.8,2.0,2.0,11:45:00,2024-03-22
25_2024-03-22 12:15:00,25,0.2,1.0,1.2,2.0,14.0,12:15:00,2024-03-22
32_2024-03-22 20:55:00,32,0.2,0.4,0.6,2.0,2.0,20:55:00,2024-03-22
42_2024-03-22 11:30:00,42,0.2,0.2,1.8,2.0,2.0,11:30:00,2024-03-22
43_2024-03-22 09:20:00,43,0.2,1.4,1.4,2.0,6.2,09:20:00,2024-03-22
50_2024-03-22 10:25:00,50,0.2,0.6,2.0,2.0,2.0,10:25:00,2024-03-22
55_2024-03-22 08:25:00,55,0.2,0.2,0.2,2.0,4.6,08:25:00,2024-03-22
64_2024-03-22 10:15:00,64,0.2,1.4,1.8,2.0,2.0,10:15:00,2024-03-22
74_2024-03-22 09:20:00,74,0.2,1.8,2.0,2.0,3.2,09:20:00,2024-03-22
3_2024-03-22 09:55:00,3,0.2,0.6,1.0,1.0,1.2,09:55:00,2024-03-22
4_2024-03-22 08:55:00,4,0.2,0.4,0.4,1.0,3.0,08:55:00,2024-03-22
9_2024-03-22 08:45:00,9,0.2,0.8,0.8,1.0,1.0,08:45:00,2024-03-22
23_2024-03-22 10:15:00,23,0.2,0.6,1.0,1.0,6.4,10:15:00,2024-03-22
32_2024-03-22 13:30:00,32,0.2,0.8,1.0,1.0,1.0,13:30:00,2024-03-22
35_2024-03-22 09:40:00,35,0.2,0.2,0.6,1.0,1.0,09:40:00,2024-03-22
42_2024-03-22 08:45:00,42,0.2,0.8,0.8,1.0,1.0,08:45:00,2024-03-22
46_2024-03-22 11:45:00,46,0.2,0.2,1.0,1.0,1.0,11:45:00,2024-03-22
53_2024-03-22 09:40:00,53,0.2,0.4,0.6,1.0,1.0,09:40:00,2024-03-22
70_2024-03-22 09:40:00,70,0.2,0.2,0.4,1.0,1.0,09:40:00,2024-03-22
80_2024-03-22 08:45:00,80,0.2,0.8,0.8,1.0,1.0,08:45:00,2024-03-22
3_2024-03-22 12:15:00,3,0.2,0.6,2.4,2.4,2.6,12:15:00,2024-03-22
12_2024-03-22 11:45:00,12,0.2,0.2,0.4,2.4,7.4,11:45:00,2024-03-22
15_2024-03-22 09:20:00,15,0.2,2.2,2.2,2.4,2.4,09:20:00,2024-03-22
50_2024-03-22 10:55:00,50,0.2,0.6,2.4,2.4,2.4,10:55:00,2024-03-22
55_2024-03-22 09:05:00,55,0.2,0.6,0.6,2.4,5.0,09:05:00,2024-03-22
69_2024-03-22 08:45:00,69,0.2,0.2,0.2,2.4,6.6,08:45:00,2024-03-22
3_2024-03-22 09:10:00,3,0.2,0.6,0.6,0.6,0.8,09:10:00,2024-03-22
16_2024-03-22 09:10:00,16,0.2,0.4,0.4,0.6,0.6,09:10:00,2024-03-22
23_2024-03-22 09:40:00,23,0.2,0.6,0.6,0.6,6.0,09:40:00,2024-03-22
24_2024-03-22 08:45:00,24,0.2,0.4,0.4,0.6,3.0,08:45:00,2024-03-22
35_2024-03-22 08:25:00,35,0.2,0.2,0.2,0.6,0.6,08:25:00,2024-03-22
38_2024-03-22 09:40:00,38,0.2,0.2,0.4,0.6,1.8,09:40:00,2024-03-22
44_2024-03-22 08:45:00,44,0.2,0.4,0.4,0.6,0.6,08:45:00,2024-03-22
52_2024-03-22 08:45:00,52,0.2,0.4,0.4,0.6,0.6,08:45:00,2024-03-22
64_2024-03-22 09:10:00,64,0.2,0.4,0.4,0.6,0.6,09:10:00,2024-03-22
73_2024-03-22 09:20:00,73,0.2,0.4,0.4,0.6,5.6,09:20:00,2024-03-22
81_2024-03-22 11:50:00,81,0.2,0.2,0.6,0.6,4.4,11:50:00,2024-03-22
23_2024-03-22 10:45:00,23,0.2,0.6,1.2,1.2,6.6,10:45:00,2024-03-22
32_2024-03-22 16:10:00,32,0.2,0.2,1.0,1.2,1.2,16:10:00,2024-03-22
35_2024-03-22 10:55:00,35,0.2,0.2,0.8,1.2,1.2,10:55:00,2024-03-22
46_2024-03-22 12:15:00,46,0.2,0.4,1.2,1.2,1.2,12:15:00,2024-03-22
50_2024-03-22 09:20:00,50,0.2,1.2,1.2,1.2,1.2,09:20:00,2024-03-22
51_2024-03-22 09:20:00,51,0.2,0.4,0.4,1.2,1.4,09:20:00,2024-03-22
52_2024-03-22 09:20:00,52,0.2,1.0,1.0,1.2,1.2,09:20:00,2024-03-22
52_2024-03-22 09:10:00,52,0.2,1.0,1.0,1.2,1.2,09:10:00,2024-03-22
53_2024-03-22 10:55:00,53,0.2,0.2,0.8,1.2,1.2,10:55:00,2024-03-22
68_2024-03-22 10:55:00,68,0.2,0.8,1.2,1.2,1.6,10:55:00,2024-03-22
70_2024-03-22 11:30:00,70,0.2,0.2,0.6,1.2,1.2,11:30:00,2024-03-22
81_2024-03-22 12:20:00,81,0.2,0.8,1.2,1.2,5.0,12:20:00,2024-03-22
3_2024-03-22 11:55:00,3,0.2,0.8,2.2,2.2,2.4,11:55:00,2024-03-22
5_2024-03-22 09:40:00,5,0.2,1.2,,2.2,2.2,09:40:00,2024-03-22
12_2024-03-22 08:55:00,12,0.2,0.2,0.2,2.2,7.2,08:55:00,2024-03-22
50_2024-03-22 10:45:00,50,0.2,0.6,2.2,2.2,2.2,10:45:00,2024-03-22
55_2024-03-22 08:55:00,55,0.2,0.4,0.4,2.2,4.8,08:55:00,2024-03-22
55_2024-03-22 08:45:00,55,0.2,0.4,0.4,2.2,4.8,08:45:00,2024-03-22
64_2024-03-22 10:25:00,64,0.2,1.0,2.0,2.2,2.2,10:25:00,2024-03-22
2_2024-03-22 08:55:00,2,0.2,0.6,0.6,3.2,8.6,08:55:00,2024-03-22
7_2024-03-22 10:45:00,7,0.2,1.6,3.2,3.2,3.4,10:45:00,2024-03-22
20_2024-03-22 09:10:00,20,0.2,1.0,1.0,3.2,3.2,09:10:00,2024-03-22
41_2024-03-22 09:20:00,41,0.2,1.8,3.0,3.2,3.2,09:20:00,2024-03-22
44_2024-03-22 10:15:00,44,0.2,1.0,3.0,3.2,3.2,10:15:00,2024-03-22
44_2024-03-22 10:25:00,44,0.2,0.8,3.0,3.2,3.2,10:25:00,2024-03-22
45_2024-03-22 10:25:00,45,0.2,1.8,3.2,3.2,4.4,10:25:00,2024-03-22
3_2024-03-22 08:25:00,3,0.2,0.2,0.2,0.2,0.4,08:25:00,2024-03-22
5_2024-03-22 08:15:00,5,0.2,,,0.2,0.2,08:15:00,2024-03-22
6_2024-03-22 08:15:00,6,0.2,0.2,0.2,0.2,0.4,08:15:00,2024-03-22
17_2024-03-22 09:10:00,17,0.2,0.2,0.2,0.2,0.2,09:10:00,2024-03-22
23_2024-03-22 09:10:00,23,0.2,0.2,0.2,0.2,5.6,09:10:00,2024-03-22
23_2024-03-22 09:00:00,23,0.2,0.2,0.2,0.2,5.6,09:00:00,2024-03-22
24_2024-03-22 02:25:00,24,0.2,0.2,0.2,0.2,2.6,02:25:00,2024-03-22
31_2024-03-22 08:55:00,31,0.2,0.2,0.2,0.2,0.2,08:55:00,2024-03-22
32_2024-03-22 11:30:00,32,0.2,0.2,0.2,0.2,0.2,11:30:00,2024-03-22
33_2024-03-22 08:55:00,33,0.2,0.2,0.2,0.2,0.2,08:55:00,2024-03-22
45_2024-03-22 08:55:00,45,0.2,0.2,0.2,0.2,1.4,08:55:00,2024-03-22
50_2024-03-22 08:45:00,50,0.2,0.2,0.2,0.2,0.2,08:45:00,2024-03-22
56_2024-03-22 08:45:00,56,0.2,0.2,0.2,0.2,0.2,08:45:00,2024-03-22
64_2024-03-22 02:40:00,64,0.2,0.2,0.2,0.2,0.2,02:40:00,2024-03-22
66_2024-03-22 08:55:00,66,0.2,0.2,0.2,0.2,0.2,08:55:00,2024-03-22
68_2024-03-22 09:40:00,68,0.2,0.2,0.2,0.2,0.6,09:40:00,2024-03-22
74_2024-03-22 08:25:00,74,0.2,0.2,0.2,0.2,1.4,08:25:00,2024-03-22
75_2024-03-22 08:45:00,75,0.2,0.2,0.2,0.2,0.2,08:45:00,2024-03-22
81_2024-03-22 08:50:00,81,0.2,0.2,0.2,0.2,4.0,08:50:00,2024-03-22
83_2024-03-22 08:55:00,83,0.2,0.2,0.2,0.2,1.8,08:55:00,2024-03-22
3_2024-03-22 08:55:00,3,0.2,0.4,0.4,0.4,0.6,08:55:00,2024-03-22
6_2024-03-22 08:25:00,6,0.2,0.4,0.4,0.4,0.6,08:25:00,2024-03-22
11_2024-03-22 08:55:00,11,0.2,0.2,0.2,0.4,7.8,08:55:00,2024-03-22
11_2024-03-22 08:45:00,11,0.2,0.2,0.2,0.4,7.8,08:45:00,2024-03-22
16_2024-03-22 08:55:00,16,0.2,0.2,0.2,0.4,0.4,08:55:00,2024-03-22
19_2024-03-22 08:15:00,19,0.2,0.2,0.2,0.4,0.4,08:15:00,2024-03-22
23_2024-03-22 09:20:00,23,0.2,0.4,0.4,0.4,5.8,09:20:00,2024-03-22
26_2024-03-22 08:50:00,26,0.2,0.2,0.2,0.4,0.4,08:50:00,2024-03-22
26_2024-03-22 08:45:00,26,0.2,0.2,0.2,0.4,0.4,08:45:00,2024-03-22
38_2024-03-22 08:45:00,38,0.2,0.2,0.2,0.4,1.6,08:45:00,2024-03-22
42_2024-03-22 08:15:00,42,0.2,0.2,0.2,0.4,0.4,08:15:00,2024-03-22
44_2024-03-22 08:25:00,44,0.2,0.2,0.2,0.4,0.4,08:25:00,2024-03-22
45_2024-03-22 09:10:00,45,0.2,0.4,0.4,0.4,1.6,09:10:00,2024-03-22
64_2024-03-22 08:45:00,64,0.2,0.2,0.2,0.4,0.4,08:45:00,2024-03-22
